"codreg";"subcreg";"coddist";"codserv";"tiposerv";"nomserv";"dire";"dccion";"telef";"email";"area";"unrocons";"unroficha";"activo";"unrolabo";"codigoesta";"observ";"desdemes";"desdeano";"latitud";"longitud";"receta"
"01";".";"002";"204";"CS";"C.S. BELEN";"";"";"";"";"1";"32451";"4";"1";"0";"01002204";"                ";"1";"2000";"-23.4637320";"-57.2639940";"2"
"11";".";"009";"246";"USF";"USF- TARUMANDY";"GUSTAVO DAVID AGÜERO FLORES";"";NULL;"";"1";"7630";"1";"1";"0";"11009246";"";"9";"2010";"-25.2289722";"-57.4169167";"2"
"14";".";"011";"310";"USF";"USF- YASY CAÑY I";"";"";"0972 746457 LIC LOURDES LILIAN";"";"1";"51485";"0";"1";"0";"14011310";"";"1";"2000";"-24.5222500";"-55.8736944";"2"
"02";"SUR";"008";"367";"USF";"USF. COSTA PUCU - ESTÁNDAR";"";"";"";"";"1";"3349";"0";"1";"0";"02008367";"          Expte. N° ..../13
SIMESE N° 16648/14      ";"9";"2013";NULL;NULL;"2"
"15";".";"005";"336";"PS";"P.S. GASPAR R. DE FRANCIA (BETERETE CUÉ)";"";"";"";"";"1";"8546";"0";"1";"0";"15005336";"                ";"1";"2000";NULL;NULL;"2"
"08";".";"003";"337";"USF";"USF- LOMA CLAVEL - ESTANDAR";"DR. CESAR MARTINEZ ";"";"0782 - 232 - 484";"";"1";"26989";"2";"1";"0";"08003337";"          S.1595/18         
 EXPTE. N° 103/2012      ";"9";"2012";"-26.8792778";"-57.0313889";"2"
"14";".";"011";"362";"USF";"USF- ACEPAR 7MA LÍNEA";"";"";"(0983)115093";"";"1";"19190";"0";"1";"0";"14011362";"SIMESE 54586/2015- RECONVERSION";"6";"2015";"-24.6850556";"-55.7952222";"2"
"09";".";"010";"301";"USF";"USF- VALLE APUA";"";"";"N/T";"";"1";"29759";"0";"1";"0";"09010301";"Expte. N° 77/2012";"2";"2012";"-26.0649722";"-57.2490556";"2"
"05";".";"005";"345";"PS";"P.S. MBUTUY";"LIC. RUBEN VÁLDEZ";"";"0982-295/586";"";"1";"15821";"0";"1";"0";"05005345";"                ";"1";"2000";"-24.9741944";"-56.3008333";"2"
"02";"NOR";"010";"327";"USF";"USF. TACUATI  - AMPLIADA";"DR. OSCAR SERVIN";"";"";"";"1";"30519";"5";"1";"1474";"02010327";"          SIMESE 13250/2015 (CAMBIAR NOMBRE TACUATI POTY) - EXPTE N° 107/2012      ";"1";"2000";"-23.4595556";"-56.7288611";"2"
"11";".";"012";"253";"USF";"USF- GUABAIBITY";"AGRIPINA OLMEDO";"";NULL;"";"1";"6932";"14";"1";"0";"11012253";"EXPTE. N° 107/2012";"9";"2012";"-25.3692160";"-57.5366890";"2"
"08";".";"002";"309";"USF";"USF-CORATEI - ESTANDAR";"DR. GERARDO VIANNA";"";"N/T";"";"1";"37101";"36";"1";"0";"08002309";"          S.1595/18      ";"1";"2000";"-27.4165000";"-56.9634444";"2"
"03";".";"015";"328";"USF";"USF.  ANDREA RITZ - ESTÁNDAR ";"";"";"N/T";"";"1";"28474";"0";"1";"0";"03015328";"                ";"9";"2010";"-25.0851111";"-57.0058889";"2"
"14";".";"008";"203";"CS";"KATUETE";"Dra. Angie Simone Duarte Branco";"CAPELLAN VICENTE ARZAMENDIA";"0471 234385";NULL;"1";"53534";"0";"1";"0";"14008203";NULL;"1";"2000";"-24.2494444";"-54.7676667";"2"
"03";".";"012";"309";"PS";"P.S. RIO NEGRO";"";"";"N/T";"";"1";"12065";"1";"1";"0";"03012309";"                ";"1";"2000";"-25.2738333";"-56.7412222";"2"
"14";".";"004";"376";"USF";"USF- ARROYO GUAZU";"";"";"986295250";"";"1";"21021";"0";"1";"0";"14004376";"Expte. N° 388/2011";"10";"2011";"-24.0361389";"-55.6590833";"2"
"11";".";"003";"339";"PS";"P.S. CAACUPEMÍ";"ROBERTO RIVEROS";"";"506591";"";"1";"5609";"0";"1";"0";"11003339";"          EXPTE. N° 107/2012
SIMESE 1381/2013      ";"12";"2013";"-25.3520556";"-57.5597667";"2"
"16";".";"004";"414";"USF";"USF- TTE. MARTINEZ";"DR. YANI FERNANDO ARMOA";"CENTRO URBANO, TTE. MARTINEZ";"0994243578";"usfttemartinez16@gmail.com";"1";"7899";"0";"1";"0";"16004414";"S. 108886/17             ";"1";"2010";"-20.9175833";"-59.8335277";"2"
"06";".";"003";"201";"CS";"C.S. BUENA VISTA";"ORLANDO SILVA";"";"0984-406167";"";"1";"35736";"0";"1";"0";"06003201";"                ";"1";"2000";"-26.1848889";"-56.0831111";"2"
"11";".";"001";"343";"USF";"USF- VALLE PUCÚ";"JOSE MIGUEL LOPEZ DUEÑAS";"";NULL;"";"1";"33305";"5675";"1";"0";"11001343";"";"1";"2000";"-25.2887778";"-57.4411944";"2"
"11";".";"007";"542";"PS";"P.S. PUERTO PABLA";"MARIA ALEXANDRA APODACA ARANDA";".";"0981 610 624";".";"1";"8203";"0";"1";"0";"11007542";"          S. N 87764/16
S.  N 85464/16 
EXPTE. N° 107/2012      ";"6";"2016";"-25.3772778";"-57.6138889";"2"
"10";".";"001";"382";"USF";"USF- BO. SAN MIGUEL";"";"";"0985-945569";"";"1";"42028";"319";"1";"0";"10001382";"EXPTE. N° 461/2011";"12";"2011";"-25.5334722";"-54.6069722";"2"
"01";".";"002";"205";"HMI";"H.M.I. ALDEA SOS";".";".";".";".";"1";"9746";"2872";"1";"0";"01002205";"                ";"1";"2000";NULL;NULL;"2"
"13";".";"001";"306";"USF";"USF- POTRERO DEL SUR";"LIC. SILVERIA  AMARILLA";"";"0981 905 741";"";"1";"15094";"0";"1";"0";"13001306";"";"1";"2000";"-22.6161111";"-55.6926111";"2"
"10";".";"004";"118";"USF";"USF-MALLORQUIN II";"";"";"0675-265220";"";"1";"90529";"3927";"1";"6";"10004118";"";"7";"2011";"-25.5953611";"-54.8684722";"2"
"10";".";"006";"336";"USF";"USF- RANCHO ALEGRE";"";"";"0984-124365";"";"1";"20182";"17";"1";"0";"10006336";"Expte. N° 413/2011";"11";"2011";"-24.7249167";"-55.2536111";"2"
"03";".";"020";"312";"USF";"USF. SAN JOSÉ OBRERO - ESTÁNDAR ";"DR. JORGE MARTINEZ";"JOSE TURSI C/ RAUL PEÑA";"0516 252607 - VECINO";"";"1";"67670";"1664";"1";"0";"03020312";"                ";"1";"2000";"-25.1757778";"-56.9158889";"2"
"11";".";"001";"326";"USF";"USF- ISLA VALLE";"LORENA LETICIA LOPEZ";"";NULL;"";"1";"19144";"3215";"1";"0";"11001326";"";"1";"2000";"-25.2832222";"-57.3976944";"2"
"02";"NOR";"007";"560";"USF";"USF. NUEVA GERMANIA - ESTANDAR";"";"";"";"";"1";"13363";"0";"1";"0";"02007560";"          SIMESE N° 22541/2015      ";"4";"2015";NULL;NULL;"2"
"10";".";"006";"363";"USF";"USF- ITAKYRY";"";"";"N/T";"";"1";"42979";"55";"1";"0";"10006363";"";"6";"2011";"-24.9880833";"-55.1444722";"2"
"06";".";"011";"336";"USF";"USF- YATAITY";"";"";"";"";"1";"20473";"0";"1";"0";"06011336";"SIMESE N°32790/2014";"9";"2014";NULL;NULL;"2"
"09";".";"005";"349";"PS";"P.S. TAJY LOMA";"";"";"";"";"1";"4583";"0";"1";"0";"09005349";"          Expte. N° 77/2012      ";"1";"2000";NULL;NULL;"2"
"10";".";"004";"153";"USF";"USF- PAZ DEL CHACO";"";"";"0985-446916 DRA. ZULLY CUEVAS/";"";"1";"71187";"0";"1";"52";"10004153";"";"6";"2011";"-25.4033056";"-55.2930278";"2"
"11";".";"008";"330";"USF";"USF- SAN GERONIMO";"CYNTHIA MABEL LOPEZ IRALA";"";NULL;"";"1";"19758";"1089";"1";"0";"11008330";"";"1";"2011";"-25.1822222";"-57.4501667";"2"
"11";".";"016";"399";"USF";"USF- NARANJAISY II";"";"";"";"";"1";"8801";"364";"1";"0";"11016399";"S. 13526/2017";"2";"2017";NULL;NULL;"2"
"05";".";"013";"353";"PS";"P.S. CALLE 8 (TOBATYRY)";"LIC. TERESA AVALOS";"";"0984-414/298";"";"1";"44538";"0";"1";"0";"05013353";"                ";"1";"2000";"-25.3382778";"-56.2794444";"2"
"14";".";"003";"319";"USF";"USF- CARRO CUÉ";"";"";"971912309";"";"1";"29145";"0";"1";"0";"14003319";"";"1";"2000";"-24.3916944";"-55.6573056";"2"
"10";".";"004";"338";"USF";"USF-MALLORQUIN";"";"";"N/T";"";"1";"75104";"0";"1";"0";"10004338";"";"9";"2010";"-25.5953611";"-54.8684722";"2"
"03";".";"017";"208";"USF";"USF. SANTA ELENA - ESTÁNDAR ";"DR. CELSO DOMINGUEZ";"";"0516 255021";"";"1";"68890";"158";"1";"0";"03017208";"          Expte. N° 359/2011      ";"1";"2000";"-25.4158889";"-56.7945000";"2"
"14";".";"013";"345";"USF";"USF- YBY PYTA II";"";"";"";"";"1";"14705";"0";"1";"0";"14013345";"SIMESE Nº 93361/2015";"8";"2015";NULL;NULL;"2"
"10";".";"001";"366";"USF";"USF- PABLO ROJAS";"";"";"061-501523";"";"1";"43769";"60";"1";"0";"10001366";"EXPTE. N° 363/2011";"10";"2011";"-25.5024722";"-54.6287778";"2"
"03";".";"012";"307";"USF";"USF. MBOCAYATY DEL YHAGUY - ESTÁNDAR ";"DRA. MIRIAM ESCOBAR - APS";"";"021 328233";"";"1";"66390";"3187";"1";"0";"03012307";"                ";"1";"2000";"-25.3438611";"-56.7270833";"2"
"11";".";"002";"388";"USF";"USF- LOS MANANTIALES";"";"";NULL;"";"1";"19024";"121";"1";"0";"11002388";"          Expte. 279/2012
SIMESE 31966/2014, SIMESE 134193/2016 REACTIVACION DEL SERVICIO DE SALUD.   ";"12";"2012";"-25.3727778";"-57.4727778";"2"
"11";".";"001";"306";"USF";"USF- CAACUPEMÍ";"EDGARDO ARIEL AMARILLA LOPEZ";"";NULL;"";"1";"19593";"723";"1";"1";"11001306";"EXPTE. N° 107/2012";"1";"2000";"-25.2928611";"-57.4111389";"2"
"04";".";"001";"344";"USF";"USF - ITA YBÚ - ESTANDAR";"";"";"0961-694534";"";"1";"26620";"1";"1";"0";"04001344";"                ";"1";"2000";"-25.8569722";"-56.4310556";"2"
"13";".";"001";"314";"USF";"USF- LA PALOMA DEL ESPIRITU SANTO";"LIC. DAISY G. GONZALEZ B.";"";"0975 590055";"";"1";"16900";"0";"1";"0";"13001314";"nombre completo: Lorito Picada - la Paloma del Espiritu Santo, 
Se solicita el cambio de nombre Expte. N° 558/2013";"1";"2000";"-22.5677500";"-55.7063333";"2"
"08";".";"005";"208";"CS";"C.S.- SAN PATRICIO";"DR. DERLIS DUETTE.";"";"9744280245";"";"1";"64182";"0";"2";"0";"08005208";"               S.01595/18
          Expte. N° 76/2012      ";"3";"2012";"-26.9707778";"-56.8277500";"2"
"18";".";"030";"332";"USFE";"USF- STA. MARIA - ESTANDAR";"";"";"";"";"1";"40261";"0";"1";"0";"18030332";"          Expte. N° 378/2013      ";"4";"2013";NULL;NULL;"2"
"06";".";"011";"362";"USF";"USF- LIMA";"";"";"";"";"1";"18046";"6";"1";"0";"06011362";"SIMESE N°32790/2014";"9";"2014";NULL;NULL;"2"
"11";".";"001";"209";"USF";"USF- YUKYTY";"ROSA A. RIVELLI INSAURRALDE";"";NULL;"";"1";"9657";"1912";"1";"0";"11001209";"";"9";"2010";"-25.3027620";"-57.4413510";"2"
"10";".";"005";"119";"USF";"USF-VILLA SAN FRANCISCO";"";"";"";"";"1";"56824";"2";"1";"0";"10005119";"";"7";"2011";NULL;NULL;"2"
"03";".";"004";"324";"USF";"USF. CORONEL DUARTE - ESTÁNDAR ";"";"";"N/T";"";"1";"43464";"1";"1";"0";"03004324";"                ";"1";"2000";"-25.3280833";"-57.1595000";"2"
"04";".";"007";"368";"USF";"USF- 13 LÍNEA SAN PEDRO - ESTANDAR";"";"";"";"";"1";"21188";"359";"1";"0";"04007368";"          anteriormente el nombre era SAN PEDRO 13 LINEA, INACTIVO S/28-06-11,
10/08/11: habilita      ";"6";"2011";NULL;NULL;"2"
"12";".";"005";"210";"USF";"USF- GENERAL DIAZ";"DRA LAURA LÓPEZ ";"";"";"";"1";"38579";"0";"1";"0";"12005210";"";"9";"2010";"-27.2001650";"-58.3652220";"2"
"11";".";"015";"228";"HD";"H.D.- VILLA ELISA";"DRA. LAURA YOHANA BENITEZ ";"Los Alamos c/ Los Nogales";"021941863";"hospitalvillaelisa2014@gmail.c";"1";"216970";"21886";"1";"0";"11015228";"          s/solicitud N° 187 - 06/06/11      ";"6";"2011";"-25.3594222";"-57.5749944";"2"
"16";".";"004";"417";"USF";"USF- ARCO IRIS";"DR. JUAN GABRIEL MARTINEZ";"INTERNADO FUNDACION ARCO IRIS";"0971876597";"usfarcoiris16@gmail.com";"1";"15693";"0";"1";"0";"16004417";"S. 108886/17
SIMESE 121655/2015 -- NOTA OFICIAL      ";"9";"2015";"-21.8883760";"-59.9404270";"2"
"13";".";"003";"324";"USF";"USF- AGUARA VEVE";"";"";"983478079 / 0984192028 / 09834";"";"1";"25702";"0";"1";"0";"13003324";"EXPTE. N° 107/2012";"9";"2012";"-23.2657500";"-55.5331944";"2"
"11";".";"014";"381";"USF";"USF- MIRA FLORES";"HUGO ALFREDO VIDOMLASKY";"";NULL;"";"1";"11087";"905";"1";"0";"11014381";"EXPTE. N° 107/2012";"9";"2012";"-25.3700760";"-57.5215310";"2"
"10";".";"009";"126";"USF";"USF-CENTRO URBANO";"";"";"";"";"1";"30204";"3";"1";"0";"10009126";"";"7";"2011";NULL;NULL;"2"
"14";".";"011";"329";"USF";"USF- CRISTO REY";"";"";"(0985)950521";"";"1";"33497";"0";"1";"0";"14011329";"SIMESE N° 5695/2014 (nombre anterior MANDUARA - CRISTO REY)";"1";"2000";"-24.4782222";"-55.9191667";"2"
"14";".";"011";"349";"USF";"USF- SAN BARTOLOME 3RA. LINEA";"";"";"(0975)790286";"";"1";"36186";"0";"1";"0";"14011349";"";"9";"2010";"-24.4390278";"-55.9758889";"2"
"11";".";"001";"304";"USF";"USF- COCUE GUAZU";"KAREN SILVANA RIVEROS GONZALEZ";"";NULL;"";"1";"13525";"561";"1";"0";"11001304";"SIMESE 1381/2013, CAMBIO DE NOMBRE ANT. CASCO URBANO";"1";"2011";"-25.3100840";"-57.3805190";"2"
"18";".";"030";"225";"CE";"CENTRO NACIONAL DE QUEMADURAS Y CIRUGIAS RECONSTRUCTIVAS";"DR.BRUNO GERARDO BALMELLI";"Dr. Mazzei esq. Tte. Guillermo Arias";"021426100";"";"1";"15440";"8677";"1";"0";"18030225";"                ";"1";"2000";"-25.2801540";"-57.6510280";"2"
"10";".";"002";"136";"USF";"USF-TRES FRONTERAS";"";"";"N/T";"";"1";"45588";"1367";"1";"0";"10002136";"";"7";"2011";"-25.5964722";"-54.6035833";"2"
"11";".";"017";"384";"USF";"USF- ARROYO ESTRELLA";"";"";"";"";"1";"17703";"35";"1";"0";"11017384";"EXPTE. N° 107/2012";"9";"2012";"-25.4227778";"-57.2930833";"2"
"10";".";"005";"379";"USF";"USF- BARRIO CAACUPEMI";"";"";"N/T";"";"1";"100245";"1214";"1";"0";"10005379";"EXPTE. N° 363/2011";"10";"2011";"-25.4170000";"-54.6455556";"2"
"01";".";"004";"202";"CS";"C.S. LORETO";"DR. MARIANO GIMENEZ";"AV. EUSEBIO AYALA Y ENF. DEL CHACO";"0971515912";"";"1";"31404";"1";"1";"0";"01004202";"                ";"1";"2000";"-22.7241667";"-57.0211111";"2"
"09";".";"006";"317";"PS";"P.S. ESCOBAR";"DR. DIEGO GONZALEZ";"";"531230040";"";"1";"9496";"0";"1";"0";"09006317";"          Expte. N° 77/2012      ";"2";"2012";"-25.6435278";"-57.0382222";"2"
"02";"SUR";"016";"105";"USF";"USF. STO. DOMINGO - ESTANDAR";"";"";"";"";"1";"15511";"0";"1";"0";"02016105";"          SIMESE 1689/2013      ";"12";"2013";NULL;NULL;"2"
"13";".";"001";"313";"USF";"USF- ÑANDEJARA PUENTE";"LIC. ANTONIA SANABRIA";"";"0971 819 310";"";"1";"11284";"0";"1";"0";"13001313";"";"1";"2000";"-22.7431111";"-56.0174722";"2"
"03";".";"014";"353";"USF";"USF. CAPILLA CUE - ESTÁNDAR ";"";"";"N/T";"";"1";"29456";"3";"1";"0";"03014353";"          Expte. N° 359/2011      ";"10";"2011";"-25.5580278";"-57.0552778";"2"
"10";".";"012";"305";"USF";"USF - SAN MIGUEL";"";"";"N/T";"";"1";"28049";"30";"1";"0";"10012305";"";"9";"2010";"-25.6160833";"-55.3309722";"2"
"07";".";"030";"319";"USF";"USF- ITAPUA POTY";"";"";"N/T";"";"1";"99502";"0";"1";"0";"07030319";"";"1";"2000";"-26.6311667";"-55.5191111";"2"
"14";".";"003";"340";"USF";"USF- CRUCE 7 MONTES-MONTEI";"";"";"982953765";"";"1";"26090";"271";"1";"0";"14003340";"";"9";"2010";"-24.2680000";"-55.6739444";"2"
"14";".";"011";"205";"PS";"ACEPAR 7MA. LINEA";"";"";"";"";"1";"7647";"0";"1";"0";"14011205";"SIMESE N 79161/2016";"6";"2016";NULL;NULL;"2"
"10";".";"002";"352";"USF";"USF- KM 7  MONDAY";"";"";"N/T";"";"1";"33552";"6";"1";"0";"10002352";"Expte. N° 363/2011, re-habilitacion Expte. N° 367/2013";"10";"2011";"-25.5557500";"-54.6579444";"2"
"13";".";"001";"311";"USF";"USF- STA. MA. DE LOS ANGELES";"DRA. NIDIA BOGARIN";"";"0984 142270";"";"1";"28732";"0";"1";"0";"13001311";"";"1";"2000";"-22.5690000";"-55.7408611";"2"
"11";".";"006";"398";"USF";"USF- CONAVI KM 32";"";"";"";"";"1";"8954";"1";"1";"1";"11006398";"S. 153386/16 habilitacion";"11";"2016";NULL;NULL;"2"
"11";".";"014";"318";"USF";"USF- TESAI REKAVO";"EMILCE BEATRIZ OJEDA DE ARANDA";".";NULL;".";"1";"29997";"4140";"1";"0";"11014318";"";"1";"2010";"-25.3605833";"-57.5322778";"2"
"14";".";"014";"334";"USF";"USF- MARACANA 2DO. ENCUADRE";"";"";"";"";"1";"12803";"915";"1";"0";"14014334";"SIMESE N°54973/17";"4";"2017";NULL;NULL;"2"
"11";".";"005";"373";"USF";"USF- CALLE YBATE";"JORGE LUIS SALDÍVAR MIRANDA";"";NULL;"";"1";"10558";"100";"1";"0";"11005373";"EXPTE. N° 107/2012";"9";"2012";"-25.4894980";"-57.3952390";"2"
"06";".";"002";"358";"USF";"USF- TUNA";"CATALINA ADORNO";"";"N/T";"";"1";"22724";"1";"1";"4";"06002358";"";"1";"2000";"-25.8664722";"-55.7760000";"2"
"03";".";"003";"311";"USF";"USF. ITÁ PIRÚ - ESTANDAR ";"";"";"N/T";"";"1";"31964";"87";"1";"0";"03003311";"                ";"1";"2000";"-24.9968611";"-57.1879722";"2"
"02";"NOR";"020";"332";"PS";"PS COLONIA FELICIDAD";"CARMEN SANCHEZ GODOY DE GIMENEZ";"";"";"";"1";"12894";"0";"1";"0";"02020332";"REACTIVACION S. 51661/18
INACTIVACION S. 54586/2015// S. 13250/2015 // S 31966/2014 // S 1689/2013      ";"3";"2015";"-24.1899010";"-56.4210180";"2"
"02";"SUR";"021";"366";"USF";"USF. VILLA DEL ROSARIO - ESTÁNDAR ";"";"";"";"";"1";"26373";"0";"1";"0";"02021366";"          SIMESE N° 7382/2014      ";"3";"2014";NULL;NULL;"2"
"15";".";"007";"335";"USF";"USF- IRALA FERNANDEZ I";"GLORIA GUADALUPE AQUINO DIAZ";"KM. 411 TRANSCHACO";"0981335477";"guadape.aquino@gmailcom";"1";"8553";"0";"1";"0";"15007335";"S. 108886/17
Expte. N° 139/2012      ";"3";"2012";"-22.8107222";"-59.5896944";"2"
"18";".";"030";"206";"CS";"CS NRO  7  BARRIO FÁTIMA";"MARTA MARTINEZ";"";"290520";"";"1";"47763";"0";"1";"0";"18030206";"Expte. N° 288";"8";"2011";"-25.2713090";"-57.5979940";"2"
"02";"NOR";"002";"306";"USF";"USF.  PUERTO ANTEQUERA - ESTÁNDAR";"DRA. DALIA YAZMIN CARDOZO LOPEZ";"";"";"";"1";"99356";"1";"1";"0";"02002306";"          Expte. N° 91/2012      ";"12";"2013";"-24.0928580";"-57.2058110";"2"
"13";".";"003";"603";"USF";"USF- COL. INDÍGENAS (CAPITÁN BADO)";"LIC. MIRIAN COLLAR";"";"0984 125020";"";"1";"27983";"0";"1";"0";"13003603";"";"9";"2010";"-23.2657500";"-55.5331944";"2"
"06";".";"011";"326";"USF";"USF- 3 DE MAYO";"";"";"";"";"1";"30821";"0";"1";"0";"06011326";"SIMESE N° 22040/2014";"7";"2014";NULL;NULL;"2"
"08";".";"007";"350";"USF";"USF- ITA HUGUA - ESTANDAR";"DR. RAMON SALINAS";"";"08558-285-226 / 0971- 348 -543";"";"1";"16180";"0";"1";"0";"08007350";"S.1595/18           
  EXPTE. N° 103/2012      ";"9";"2012";"-26.8572500";"-56.8243056";"2"
"11";".";"016";"323";"USF";"USF-CUMBARITY";"SYLVIA ADRIANA FERNANDEZ BAEZ";"";NULL;"";"1";"12530";"503";"1";"0";"11016323";"";"1";"2000";"-25.5748333";"-57.5276111";"2"
"10";".";"007";"149";"USF";"USF-LAS MERCEDES";"";"";"";"";"1";"34074";"3";"1";"0";"10007149";"";"7";"2011";NULL;NULL;"2"
"02";"NOR";"020";"320";"USF";"USF. CRUCE LIBERACIÓN - ESTÁNDAR";"DRA. SINTHYA ACOSTA";"";"";"";"1";"52894";"1";"1";"0";"02020320";"          SIMESE N° 1689/2013      ";"12";"2013";"-24.1918190";"-56.4355660";"2"
"10";".";"016";"310";"PS";"P.S. MINGA PORA";"VICTOR NUÑEZ";"";"N/T";"";"1";"86601";"2";"1";"7";"10016310";"                ";"7";"2011";"-24.8777778";"-54.9331389";"2"
"05";".";"004";"202";"CS";"C.S. CECILIO BAEZ";"DR. IVÁN CASTIÑEIRAS";"";"0984-378/912";"";"1";"80759";"666";"1";"0";"05004202";"                ";"1";"2000";"-25.0707052";"-56.2440540";"2"
"16";".";"002";"336";"USF";"USF- NEULAND";"DRA. DAHIANA YANINA BENITEZ";"COMUNIDAD CAYIN OCLIN";"0981-668349";"usfneuland16@gmail.com";"1";"15973";"68";"1";"0";"16002336";"          S. 108886/17
          Expte. N° 113/2013      ";"1";"2013";"-22.6413055";"-60.1320833";"2"
"15";".";"006";"205";"HD";"H.D.-FALCON";"";"";"";"";"1";"10578";"1";"1";"0";"15006205";"";"1";"2010";NULL;NULL;"2"
"11";".";"002";"210";"USF";"USF- YBYRARO";"SILVANA MARIA MELGAREJO CAZAL";"";NULL;"";"1";"21630";"3234";"1";"0";"11002210";"";"9";"2010";"-25.4222110";"-57.4641360";"2"
"10";".";"002";"375";"USF";"USF- PADRE DAMIAN";"MARIA O. BAREIRO";"";"N/T";"";"1";"37001";"572";"1";"0";"10002375";"EXPTE. N° 363/2011. Solicitud de cambio de nombre Expte. 440/2011
Rea-habilitacion Expte. N° 216/2012";"10";"2011";"-25.5080278";"-54.6391389";"2"
"10";".";"014";"314";"CS";"C.S. NARANJAL";"DR. CARLOS SEGOVIA";"";"0676-220331";"";"1";"73343";"3255";"1";"4603";"10014314";"                ";"7";"2011";"-25.9751389";"-55.1875000";"2"
"01";".";"008";"502";"USFE";"USF. ZANJA MOROTI - ESTÁNDAR ";"";"";"";"";"1";"15419";"0";"1";"0";"01008502";"          SIMESE 54586/2015
Expte. N° 665/2013      ";"5";"2015";NULL;NULL;"2"
"18";".";"030";"321";"CS";"CS NRO 12 VALERIO FERNANDEZ";"NARSISO HERRERO";"";"664948";NULL;"1";"68720";"38";"1";"0";"18030321";NULL;"1";"2000";"-25.2784050";"-57.5564740";"2"
"07";".";"003";"374";"USF";"USF- ARROYO PORA";"";"";"N/T";"";"1";"70697";"0";"1";"0";"07003374";"EXPTE. N° 107/2012";"9";"2012";"-27.2904444";"-56.3716667";"2"
"03";".";"013";"318";"CS";"C.S. NUEVA COLOMBIA";"DR. GABRIEL TADDEY";"A";"0516 250296 - VECINO";"";"1";"81862";"807";"1";"0";"03013318";"          Expte.232/2012      ";"6";"2012";"-25.1873537";"-57.3039805";"2"
"01";".";"006";"353";"USFE";"USF. TRES CERROS - ESTANDAR";"";"";"N/T";"";"1";"20963";"0";"1";"0";"01006353";"                ";"9";"2010";"-22.2872220";"-57.8772220";"2"
"18";".";"030";"999";"UM";"CLINICA MOVIL - SALUD BUCODENTAL";"";"";"";"";"1";"96228";"1";"1";"0";"18030999";"Expte. N° 349/2011";"10";"2011";NULL;NULL;"2"
"14";".";"012";"210";"PS";"P.S YBYRAROBANA";"";"";"";"";"1";"8209";"0";"1";"0";"14012210";"          SIMESE N 79161/2016      ";"6";"2016";NULL;NULL;"2"
"10";".";"010";"133";"USF";"USF-SAN ISIDRO";"";"";"N/T";"";"1";"48998";"54";"1";"0";"10010133";"";"6";"2011";"-25.7588889";"-54.7776944";"2"
"11";".";"002";"368";"USF";"USF- VIRGEN DEL PILAR";"LIZ ANTONIA COLMAN AGUIRRE";"";NULL;"";"1";"12223";"63";"1";"0";"11002368";"SIMESE N° 1678/2013";"12";"2013";"-25.3782290";"-57.4807260";"2"
"12";".";"001";"212";"USF";"USF- BO. OBRERO I";"DR ADOLFO LEWIS MENA";"";"";"";"1";"28898";"0";"1";"0";"12001212";"          TALLER DICIEMBRE/2011      ";"5";"2012";"-26.8621780";"-58.2960100";"2"
"07";".";"027";"300";"USF";"USF-YATYTAY - KM. 16";"";".";"N/T";".";"1";"44782";"0";"1";"0";"07027300";"";"1";"2010";"-26.6741667";"-55.0868889";"2"
"06";".";"004";"365";"USF";"USF- LOTEÍ";"";"A";"N/T";"";"1";"11542";"0";"1";"0";"06004365";"";"1";"2000";"-26.3272500";"-56.2431667";"2"
"10";".";"012";"356";"PS";"P.S. SAN MIGUEL";"";"";"";"";"1";"22513";"18";"1";"0";"10012356";"          SIMESE N° 12029/2014      ";"4";"2014";NULL;NULL;"2"
"11";".";"010";"312";"USF";"USF- ASENT. LA AMISTAD";"ADRIANA MARIEL ACOSTA FRETES";".";NULL;".";"1";"19956";"860";"1";"0";"11010312";"";"1";"2010";"-25.2308889";"-57.5240556";"2"
"11";".";"014";"347";"PS";"P.S. SAN MIGUEL";"";"";"LIC FROILAN VELAZQUEZ  0982 11";"";"1";"5944";"0";"1";"0";"11014347";"                ";"1";"2000";"-25.3257222";"-57.4893528";"2"
"07";".";"021";"376";"USF";"USF- NARANJITO";"";".";"N/T";".";"1";"58817";"0";"1";"0";"07021376";"";"1";"2010";"-26.6185278";"-55.4047500";"2"
"02";"NOR";"018";"516";"USF";"USF.  AGUERITO - ESTÁNDAR";"DRA ZULMA OCAMPOS";"";"";"";"1";"8300";"2";"1";"0";"02018516";"                ";"1";"2000";"-23.7311944";"-56.0307778";"2"
"02";"SUR";"008";"342";"USF";"USF.  TACURUTY (SPS) - ESTÁNDAR ";"";"";"";"";"1";"22952";"1";"1";"0";"02008342";"                ";"1";"2000";"-24.5594444";"-56.5903056";"2"
"10";".";"001";"367";"USF";"USF- ASENT. BELEN";"";"";"N/T";"";"1";"30846";"0";"1";"0";"10001367";"EXPTE. N° 363/2011";"10";"2011";"-25.4891389";"-54.6397222";"2"
"18";".";"030";"208";"CS";"CS NRO 9 BERNARDINO CABALLERO (SAG. CORAZON DE JESUS)";"ELADIO CENTURION";"";"204675";NULL;"1";"123572";"5";"1";"1";"18030208";NULL;"1";"2000";"-25.2988389";"-57.6141329";"2"
"07";".";"001";"350";"USF";"USF- SAN ISIDRO ETAPA 7";"";".";"N/T";".";"1";"52002";"1";"1";"0";"07001350";"";"9";"2010";"-27.3786111";"-55.8367500";"2"
